job_id,year,country,region,city,company_name,company_size,industry,job_title,seniority_level,ai_mentioned,ai_intensity_score,core_skills,salary_usd,salary_change,automation_risk_score,reskilling_required,ai_job_displacement_risk,industry_ai_adoption_stage
1570,2024,New Zealand,Oceania,Dubai,Global Technologies,Large,Government,Research Scientist,Senior,True,0.68,"Python, Cloud Computing, Software Engineering, SQL",127852,5.99,0.34,True,Low,Growing
1571,2018,India,South Asia,Nairobi,Prime Technologies,Medium,Retail,Business Analyst,Intern,False,0.08,"Software Engineering, Business Analysis, Cloud Computing",24872,3.29,0.79,False,High,Growing
1572,2013,Morocco,Africa,Paris,Future Technologies,Large,Retail,Systems Engineer,Executive,False,0.1,"Python, Statistics, Cloud Computing, Business Analysis",20325,4.07,0.63,False,Medium,Emerging
1573,2015,South Africa,Africa,Seoul,Prime Analytics,Startup,Government,Data Scientist,Junior,False,0.06,"Software Engineering, SQL, Statistics",17788,-0.89,0.75,False,Low,Emerging
1574,2015,New Zealand,Oceania,Bangalore,Future Systems,Medium,Tech,Operations Manager,Lead,False,0.13,"Software Engineering, Communication, Data Analysis, Statistics, Business Analysis, SQL",79660,2.56,0.8,False,Low,Emerging
1575,2014,Canada,North America,Sao Paulo,Prime Systems,Medium,Tech,Business Analyst,Intern,True,0.83,"Cloud Computing, Research, Business Analysis",103011,-3.94,0.23,True,Medium,Emerging
1576,2023,Peru,South America,Paris,Prime Analytics,Medium,Manufacturing,Software Engineer,Intern,True,0.85,"SQL, Research, Software Engineering",77533,5.77,0.18,True,Medium,Growing
1577,2015,South Africa,Africa,Toronto,NextGen Technologies,Large,Retail,Business Analyst,Senior,False,0.14,"Research, Software Engineering, Cloud Computing, Communication, Statistics, Python",21691,-2.76,0.83,False,Low,Emerging
1578,2013,Saudi Arabia,Middle East,Sydney,NextGen Solutions,Large,Government,Operations Manager,Intern,False,0.18,"Research, SQL, Communication, Statistics, Software Engineering",54503,0.9,0.64,False,Low,Emerging
1579,2019,New Zealand,Oceania,London,Prime Systems,Small,Education,Data Scientist,Junior,True,0.45,"Project Management, Software Engineering, Cloud Computing, SQL, Statistics",125525,7.16,0.21,True,Low,Growing
1580,2019,Taiwan,East Asia,Singapore,Future Systems,Medium,Tech,Software Engineer,Intern,True,0.88,"Data Analysis, Python, Business Analysis",102828,7.67,0.12,True,Low,Growing
1581,2022,Argentina,South America,Bangalore,NextGen Analytics,Startup,Education,Operations Manager,Executive,False,0.07,"Statistics, Project Management, Cloud Computing, Communication",42296,-4.25,0.8,False,Low,Growing
1582,2013,China,East Asia,Bangalore,NextGen Analytics,Startup,Energy,Software Engineer,Lead,False,0.06,"Statistics, Communication, Project Management, Software Engineering, Data Analysis",64706,0.71,0.78,False,High,Emerging
1583,2021,Japan,East Asia,Singapore,Global Technologies,Enterprise,Tech,Product Manager,Executive,True,0.47,"Research, Communication, Python, Data Analysis",97719,9.82,0.17,True,Low,Growing
1584,2025,India,South Asia,Bangalore,Future Technologies,Startup,Agriculture,Product Manager,Junior,False,0.18,"Software Engineering, Communication, Research, Project Management, Data Analysis",30134,-0.49,0.66,False,Medium,Growing
1585,2017,South Korea,East Asia,Seoul,NextGen Analytics,Medium,Tech,Business Analyst,Lead,False,0.16,"Data Analysis, Software Engineering, Statistics, Business Analysis, Communication, SQL",57541,-4.91,0.77,False,Medium,Growing
1586,2021,Ghana,Africa,Seoul,Future Solutions,Large,Manufacturing,Product Manager,Executive,True,0.47,"Communication, Business Analysis, Python, Software Engineering",37396,8.3,0.24,True,Medium,Growing
1587,2018,South Africa,Africa,Nairobi,Global Analytics,Startup,Government,Business Analyst,Junior,False,0.03,"Business Analysis, Python, Project Management",25347,-1.39,0.88,False,Low,Growing
1588,2017,Mexico,North America,Berlin,Prime Solutions,Small,Manufacturing,ML Engineer,Executive,False,0.12,"Business Analysis, SQL, Software Engineering, Cloud Computing",95738,-2.41,0.68,False,Medium,Growing
1589,2020,South Korea,East Asia,Paris,Global Technologies,Enterprise,Manufacturing,Operations Manager,Executive,False,0.18,"SQL, Software Engineering, Cloud Computing, Statistics",76031,-1.46,0.74,False,High,Growing
1590,2013,Philippines,Southeast Asia,Dubai,NextGen Analytics,Small,Agriculture,ML Engineer,Senior,False,0.03,"SQL, Software Engineering, Business Analysis, Research, Data Analysis, Python",34493,4.02,0.65,False,High,Emerging
1591,2022,Canada,North America,Berlin,NextGen Technologies,Medium,Retail,Data Scientist,Senior,True,0.68,"Statistics, Communication, Data Analysis, Business Analysis, Cloud Computing",151552,17.54,0.21,True,High,Growing
1592,2025,Thailand,Southeast Asia,Toronto,NextGen Technologies,Medium,Government,Operations Manager,Lead,True,0.55,"Communication, Business Analysis, Data Analysis, Python",68402,7.98,0.29,True,Medium,Growing
1593,2014,United States,North America,Bangalore,Prime Analytics,Startup,Energy,Product Manager,Junior,False,0.15,"SQL, Statistics, Research, Project Management, Communication, Python",68232,-3.06,0.79,False,Low,Emerging
1594,2016,United Kingdom,Europe,Dubai,NextGen Technologies,Enterprise,Finance,Operations Manager,Senior,False,0.01,"SQL, Data Analysis, Software Engineering, Communication",77382,4.88,0.62,False,Medium,Emerging
1595,2020,Jordan,Middle East,Lagos,Global Technologies,Small,Tech,Systems Engineer,Lead,False,0.09,"Python, Communication, Software Engineering",73042,-1.27,0.79,False,Low,Growing
1596,2025,Mexico,North America,Berlin,NextGen Solutions,Small,Finance,Research Scientist,Senior,False,0.02,"Data Analysis, Project Management, Research",104068,2.53,0.68,False,Low,Mature
1597,2021,New Zealand,Oceania,New York,Prime Systems,Large,Finance,Research Scientist,Mid,True,0.49,"Software Engineering, Statistics, Python",103375,17.17,0.26,True,Low,Growing
1598,2010,Argentina,South America,Toronto,Future Solutions,Large,Tech,Policy Analyst,Mid,False,0.11,"Communication, Statistics, SQL",34933,-1.5,0.81,False,Medium,Emerging
1599,2024,Canada,North America,London,Future Technologies,Small,Healthcare,Data Scientist,Mid,True,0.5,"Research, Cloud Computing, Statistics, Python",136206,9.41,0.26,True,High,Growing
1600,2013,Japan,East Asia,Bangalore,Global Analytics,Large,Government,Systems Engineer,Senior,False,0.04,"Python, Software Engineering, Business Analysis, Cloud Computing, Research",56279,3.7,0.86,False,High,Emerging
1601,2024,New Zealand,Oceania,Sydney,Future Systems,Enterprise,Manufacturing,Policy Analyst,Senior,True,0.62,"Communication, Software Engineering, Statistics, SQL",141278,10.68,0.29,True,Medium,Growing
1602,2015,United States,North America,Dubai,NextGen Solutions,Enterprise,Manufacturing,AI Researcher,Senior,False,0.17,"Cloud Computing, Software Engineering, Python",78837,-2.34,0.8,False,Medium,Emerging
1603,2016,Philippines,Southeast Asia,Nairobi,NextGen Technologies,Medium,Energy,Operations Manager,Junior,True,0.89,"Software Engineering, SQL, Data Analysis, Communication, Project Management",55548,-3.6,0.12,True,Medium,Emerging
1604,2017,Argentina,South America,Dubai,Global Solutions,Startup,Tech,AI Researcher,Junior,False,0.07,"Data Analysis, Statistics, Business Analysis, Project Management, Python",44379,3.63,0.7,False,Low,Growing
1605,2020,Australia,Oceania,Tokyo,Prime Solutions,Enterprise,Government,AI Researcher,Junior,True,0.42,"Business Analysis, Research, Cloud Computing, Software Engineering, Statistics",132562,8.49,0.35,True,High,Growing
1606,2025,Singapore,Southeast Asia,Nairobi,Future Systems,Large,Tech,Operations Manager,Mid,True,0.83,"Project Management, Business Analysis, Software Engineering, Python, Statistics",56287,10.79,0.4,True,High,Mature
1607,2024,Ghana,Africa,Seoul,Global Solutions,Small,Energy,Business Analyst,Mid,False,0.18,"Business Analysis, SQL, Data Analysis, Software Engineering, Cloud Computing, Project Management",28566,2.08,0.84,False,Medium,Growing
1608,2025,Saudi Arabia,Middle East,Paris,Prime Technologies,Medium,Agriculture,Systems Engineer,Junior,False,0.13,"Communication, Data Analysis, SQL, Statistics, Software Engineering",67077,2.26,0.78,False,Low,Growing
1609,2015,Ghana,Africa,Berlin,Global Solutions,Medium,Finance,Business Analyst,Lead,False,0.0,"Statistics, Business Analysis, Software Engineering, Research, Project Management",20457,3.22,0.66,False,Low,Emerging
1610,2024,UAE,Middle East,Seoul,Future Solutions,Large,Energy,Operations Manager,Executive,True,0.86,"Software Engineering, Communication, Business Analysis, Data Analysis, Project Management, Statistics",101688,16.6,0.22,True,Medium,Growing
1611,2022,Qatar,Middle East,Singapore,NextGen Systems,Enterprise,Tech,Operations Manager,Mid,True,0.87,"Cloud Computing, Research, Software Engineering",84909,10.67,0.2,True,High,Mature
1612,2014,New Zealand,Oceania,Paris,Future Systems,Medium,Government,Systems Engineer,Lead,False,0.06,"Communication, Research, Software Engineering, Business Analysis",65518,-0.69,0.81,False,High,Emerging
1613,2018,New Zealand,Oceania,Bangalore,NextGen Systems,Startup,Tech,AI Researcher,Intern,True,0.51,"Communication, Project Management, Research, Business Analysis",97180,7.11,0.36,True,Low,Growing
1614,2018,Brazil,South America,Sydney,Global Solutions,Large,Tech,Software Engineer,Mid,True,0.58,"Business Analysis, Software Engineering, Cloud Computing, Data Analysis",54078,8.76,0.15,True,Medium,Growing
1615,2012,Kenya,Africa,Tokyo,Future Solutions,Enterprise,Government,Systems Engineer,Senior,False,0.04,"Project Management, Communication, Statistics, Software Engineering, Business Analysis, Cloud Computing",19089,2.13,0.63,False,Medium,Emerging
1616,2014,Colombia,South America,Nairobi,Prime Technologies,Large,Retail,Business Analyst,Senior,False,0.14,"Software Engineering, Business Analysis, Data Analysis, Cloud Computing, SQL",40376,2.5,0.9,False,Medium,Emerging
1617,2023,Saudi Arabia,Middle East,Lagos,Global Systems,Medium,Agriculture,Data Scientist,Junior,False,0.1,"SQL, Python, Statistics, Business Analysis, Software Engineering, Communication",71373,-3.09,0.74,False,Low,Growing
1618,2015,New Zealand,Oceania,Seoul,Future Solutions,Small,Finance,Systems Engineer,Executive,True,0.75,"Data Analysis, Python, SQL, Project Management",117177,2.31,0.21,True,Medium,Emerging
1619,2017,Japan,East Asia,London,Future Systems,Medium,Education,AI Researcher,Intern,True,0.8,"Statistics, Communication, Cloud Computing, Python, Research, Data Analysis",89907,-1.77,0.3,True,Low,Growing
1620,2019,Italy,Europe,Dubai,Prime Systems,Medium,Education,ML Engineer,Mid,True,0.81,"Python, Cloud Computing, Project Management, Communication, Business Analysis",98575,7.39,0.12,True,High,Growing
1621,2013,Thailand,Southeast Asia,Seoul,Prime Analytics,Small,Agriculture,AI Researcher,Senior,False,0.07,"Statistics, Communication, Cloud Computing, Project Management, Business Analysis, Python",34558,4.39,0.64,False,Medium,Emerging
1622,2025,Malaysia,Southeast Asia,London,Future Technologies,Medium,Education,Research Scientist,Junior,True,0.66,"Communication, Cloud Computing, Data Analysis, Project Management",53543,16.82,0.22,True,High,Growing
1623,2021,Germany,Europe,Paris,Future Technologies,Startup,Tech,Business Analyst,Senior,True,0.71,"Project Management, Communication, SQL, Business Analysis, Software Engineering, Cloud Computing",109597,11.14,0.36,True,High,Growing
1624,2013,Egypt,Africa,Toronto,Global Solutions,Small,Finance,ML Engineer,Intern,False,0.07,"Business Analysis, Data Analysis, Research",18103,1.97,0.71,False,Low,Emerging
1625,2012,Nepal,South Asia,Bangalore,Future Solutions,Startup,Tech,AI Researcher,Junior,False,0.17,"Communication, SQL, Cloud Computing, Research, Business Analysis, Python",19225,-2.49,0.66,False,High,Emerging
1626,2014,Philippines,Southeast Asia,Sao Paulo,Prime Solutions,Large,Healthcare,Operations Manager,Intern,False,0.1,"Communication, Project Management, Research",31776,-0.38,0.61,False,High,Emerging
1627,2010,Nigeria,Africa,Seoul,Prime Analytics,Enterprise,Tech,Operations Manager,Mid,True,0.63,"Business Analysis, Statistics, Communication, Python, Project Management",26214,-3.59,0.25,True,Low,Emerging
1628,2010,Qatar,Middle East,Sydney,Future Analytics,Medium,Education,Policy Analyst,Mid,False,0.08,"Statistics, Cloud Computing, Business Analysis",45748,-3.16,0.69,False,High,Emerging
1629,2024,India,South Asia,Sao Paulo,Prime Solutions,Large,Retail,Research Scientist,Mid,True,0.46,"Statistics, Business Analysis, Python, Software Engineering, Communication, SQL",42492,17.9,0.22,True,High,Growing
1630,2020,Philippines,Southeast Asia,New York,NextGen Technologies,Small,Healthcare,ML Engineer,Mid,False,0.08,"Cloud Computing, Statistics, Research",36332,-2.44,0.64,False,Medium,Growing
1631,2024,Pakistan,South Asia,Seoul,Prime Systems,Small,Healthcare,Policy Analyst,Intern,True,0.48,"Software Engineering, Data Analysis, Research, Cloud Computing",38920,7.78,0.16,True,High,Growing
1632,2016,Brazil,South America,Singapore,Global Systems,Small,Retail,Business Analyst,Lead,False,0.2,"Data Analysis, Research, Cloud Computing, Python, Project Management, Statistics",37461,-3.47,0.78,False,High,Emerging
1633,2011,Pakistan,South Asia,Toronto,Global Systems,Large,Agriculture,Operations Manager,Lead,False,0.04,"Cloud Computing, Communication, Business Analysis, Project Management",23682,-2.06,0.75,False,Medium,Emerging
1634,2017,Jordan,Middle East,Sao Paulo,Future Systems,Startup,Energy,Policy Analyst,Mid,False,0.11,"Communication, Data Analysis, Statistics, Business Analysis, Software Engineering",57038,0.18,0.75,False,Medium,Growing
1635,2022,Indonesia,Southeast Asia,Lagos,NextGen Analytics,Enterprise,Energy,AI Researcher,Executive,False,0.03,"Business Analysis, Research, Data Analysis, Project Management, Python",44560,2.78,0.7,False,High,Growing
1636,2016,Indonesia,Southeast Asia,Singapore,Global Solutions,Medium,Education,Research Scientist,Executive,False,0.18,"SQL, Research, Python, Project Management, Cloud Computing, Business Analysis",40477,-0.84,0.63,False,Low,Emerging
1637,2025,New Zealand,Oceania,Sao Paulo,Future Systems,Medium,Healthcare,Policy Analyst,Senior,False,0.12,"Business Analysis, SQL, Project Management, Statistics, Data Analysis",107962,3.89,0.83,False,Medium,Growing
1638,2017,Australia,Oceania,London,NextGen Technologies,Enterprise,Finance,Operations Manager,Senior,True,0.62,"Communication, Research, Python, Software Engineering",118077,-2.32,0.23,True,High,Growing
1639,2012,United Kingdom,Europe,Dubai,Global Solutions,Small,Energy,ML Engineer,Junior,False,0.15,"Project Management, Communication, Business Analysis",57501,-4.94,0.65,False,High,Emerging
1640,2010,Chile,South America,Sydney,Prime Technologies,Small,Agriculture,Data Scientist,Intern,False,0.1,"Communication, Statistics, Python, Business Analysis",31677,-3.78,0.78,False,Low,Emerging
1641,2020,Thailand,Southeast Asia,Sao Paulo,Global Analytics,Enterprise,Energy,Systems Engineer,Mid,False,0.0,"Data Analysis, Cloud Computing, Research, Software Engineering",41330,1.9,0.8,False,Low,Growing
1642,2025,Ghana,Africa,London,Prime Systems,Medium,Finance,Policy Analyst,Senior,False,0.06,"Data Analysis, Software Engineering, Communication",27813,-1.96,0.79,False,High,Mature
1643,2011,Canada,North America,London,NextGen Technologies,Enterprise,Tech,ML Engineer,Intern,True,0.91,"Python, Communication, Statistics, Business Analysis, Cloud Computing, SQL",91919,1.27,0.27,True,Low,Emerging
1644,2017,Peru,South America,Berlin,Global Technologies,Medium,Healthcare,Software Engineer,Intern,False,0.09,"Software Engineering, Statistics, Cloud Computing, SQL, Communication, Business Analysis",38032,-3.52,0.86,False,Low,Growing
1645,2010,Philippines,Southeast Asia,Nairobi,Prime Technologies,Startup,Finance,Research Scientist,Intern,False,0.1,"Statistics, SQL, Communication, Research",26516,-0.67,0.88,False,High,Emerging
1646,2023,Saudi Arabia,Middle East,Sao Paulo,Future Technologies,Small,Government,Data Scientist,Mid,False,0.03,"Statistics, Project Management, SQL",59925,0.73,0.63,False,High,Growing
1647,2011,UAE,Middle East,Paris,Future Analytics,Startup,Retail,Operations Manager,Senior,False,0.16,"Project Management, Software Engineering, Cloud Computing",43815,-2.41,0.7,False,Medium,Emerging
1648,2010,Singapore,Southeast Asia,Singapore,NextGen Solutions,Small,Agriculture,Product Manager,Executive,False,0.13,"SQL, Software Engineering, Data Analysis",29034,1.6,0.85,False,Medium,Emerging
1649,2024,Philippines,Southeast Asia,London,Global Technologies,Small,Education,Software Engineer,Junior,True,0.87,"Python, Business Analysis, Project Management, Research, Software Engineering",60483,8.07,0.1,True,High,Growing
1650,2011,Peru,South America,Lagos,Future Analytics,Startup,Retail,Software Engineer,Executive,False,0.01,"Software Engineering, Python, Business Analysis",34047,-4.34,0.74,False,Medium,Emerging
1651,2023,Sri Lanka,South Asia,Lagos,Global Solutions,Enterprise,Agriculture,Business Analyst,Lead,True,0.89,"Project Management, Research, SQL",42252,8.31,0.12,True,High,Growing
1652,2018,Brazil,South America,Seoul,Future Technologies,Large,Retail,Business Analyst,Lead,False,0.14,"Python, SQL, Software Engineering, Communication, Cloud Computing, Research",42940,-0.84,0.62,False,Low,Growing
1653,2020,South Korea,East Asia,Tokyo,Global Solutions,Large,Finance,Product Manager,Junior,False,0.09,"Software Engineering, Research, Data Analysis, Project Management, Business Analysis",77903,-3.71,0.65,False,High,Growing
1654,2014,Pakistan,South Asia,Dubai,Prime Technologies,Enterprise,Tech,Product Manager,Executive,False,0.13,"Data Analysis, Software Engineering, Communication, Cloud Computing, Business Analysis, SQL",23369,-3.17,0.68,False,Low,Emerging
1655,2010,Philippines,Southeast Asia,Tokyo,Future Analytics,Medium,Healthcare,Business Analyst,Lead,False,0.16,"Cloud Computing, Data Analysis, Software Engineering, SQL, Communication",27684,0.03,0.8,False,High,Emerging
1656,2021,Sri Lanka,South Asia,Nairobi,NextGen Analytics,Small,Healthcare,AI Researcher,Mid,False,0.11,"Project Management, Cloud Computing, Python, Communication",27021,1.62,0.72,False,High,Growing
1657,2023,United States,North America,Tokyo,Future Solutions,Small,Energy,ML Engineer,Senior,True,0.54,"Business Analysis, Data Analysis, Communication, SQL",151648,6.19,0.22,True,Low,Growing
1658,2011,Sri Lanka,South Asia,Bangalore,NextGen Solutions,Medium,Manufacturing,Business Analyst,Junior,False,0.07,"SQL, Communication, Software Engineering",21938,2.4,0.87,False,Medium,Emerging
1659,2020,Israel,Middle East,London,Future Systems,Medium,Government,ML Engineer,Lead,True,0.5,"SQL, Business Analysis, Cloud Computing",94425,8.9,0.17,True,Medium,Growing
1660,2022,Italy,Europe,Tokyo,Future Technologies,Small,Manufacturing,Research Scientist,Lead,False,0.18,"Statistics, SQL, Communication, Research, Python, Software Engineering",93612,-3.26,0.73,False,Medium,Growing
1661,2021,Chile,South America,Seoul,NextGen Solutions,Enterprise,Finance,Product Manager,Executive,True,0.9,"SQL, Python, Communication, Software Engineering",72945,5.63,0.39,True,Medium,Growing
1662,2025,Saudi Arabia,Middle East,Bangalore,Prime Systems,Large,Agriculture,Systems Engineer,Senior,False,0.06,"SQL, Python, Business Analysis, Software Engineering, Cloud Computing, Project Management",77823,4.88,0.79,False,Low,Growing
1663,2013,Jordan,Middle East,New York,Prime Systems,Startup,Healthcare,Business Analyst,Senior,False,0.1,"Statistics, Python, SQL",61951,1.29,0.72,False,Low,Emerging
1664,2014,India,South Asia,Toronto,NextGen Analytics,Startup,Education,Policy Analyst,Junior,False,0.0,"SQL, Data Analysis, Python, Cloud Computing",20749,-4.47,0.87,False,Medium,Emerging
1665,2019,Jordan,Middle East,Bangalore,NextGen Systems,Medium,Healthcare,Data Scientist,Executive,True,0.73,"Cloud Computing, SQL, Communication",92544,17.54,0.25,True,Medium,Growing
1666,2010,Qatar,Middle East,Lagos,Future Solutions,Small,Government,ML Engineer,Lead,False,0.03,"Communication, Cloud Computing, Software Engineering, Data Analysis, Statistics",53083,0.33,0.73,False,Medium,Emerging
1667,2015,Egypt,Africa,Paris,NextGen Analytics,Startup,Education,Operations Manager,Senior,False,0.1,"Software Engineering, Cloud Computing, SQL",21164,1.6,0.78,False,Low,Emerging
1668,2018,Ghana,Africa,Seoul,NextGen Solutions,Startup,Agriculture,Policy Analyst,Executive,True,0.94,"Communication, Business Analysis, Research, Statistics, Python, Cloud Computing",29757,15.51,0.32,True,Medium,Growing
1669,2024,Bangladesh,South Asia,Paris,Future Technologies,Startup,Energy,Systems Engineer,Junior,False,0.07,"Business Analysis, Cloud Computing, Research, Python",24837,-3.29,0.62,False,High,Growing
1670,2021,Italy,Europe,Tokyo,Future Technologies,Startup,Manufacturing,Business Analyst,Executive,False,0.2,"Software Engineering, Communication, Statistics, Python",82350,-2.66,0.72,False,Medium,Growing
1671,2024,Bangladesh,South Asia,Lagos,NextGen Solutions,Large,Education,Software Engineer,Junior,False,0.05,"Statistics, Research, Cloud Computing, Project Management",31061,2.99,0.71,False,Medium,Growing
1672,2025,United States,North America,Bangalore,Prime Solutions,Small,Retail,ML Engineer,Junior,False,0.17,"Software Engineering, Cloud Computing, Python, SQL, Communication, Business Analysis",104209,1.35,0.65,False,High,Growing
1673,2011,Bangladesh,South Asia,Berlin,Future Technologies,Startup,Government,Systems Engineer,Lead,False,0.05,"Software Engineering, Statistics, Project Management, Business Analysis, Research",18064,0.7,0.62,False,High,Emerging
1674,2025,Argentina,South America,Paris,Future Technologies,Small,Energy,Data Scientist,Senior,True,0.47,"Project Management, Cloud Computing, Business Analysis, Python",69651,7.18,0.18,True,Low,Growing
1675,2025,Vietnam,Southeast Asia,Paris,Global Solutions,Large,Education,Software Engineer,Executive,True,0.95,"Software Engineering, SQL, Business Analysis",68081,7.45,0.17,True,Low,Growing
1676,2017,Morocco,Africa,Sao Paulo,Prime Systems,Enterprise,Tech,ML Engineer,Executive,False,0.06,"Communication, Project Management, SQL",19080,1.5,0.67,False,Low,Growing
1677,2015,Australia,Oceania,Toronto,Prime Analytics,Startup,Finance,Operations Manager,Junior,False,0.19,"Statistics, Software Engineering, Business Analysis, Data Analysis, Research, Communication",74425,4.76,0.88,False,Medium,Emerging
1678,2018,United States,North America,Lagos,Global Systems,Startup,Agriculture,Data Scientist,Junior,False,0.16,"Communication, Project Management, Statistics, Data Analysis, SQL, Software Engineering",91898,-2.98,0.83,False,Low,Growing
1679,2017,Spain,Europe,Singapore,Future Systems,Startup,Education,Operations Manager,Intern,False,0.14,"Business Analysis, Cloud Computing, Python, Project Management",83128,-1.89,0.8,False,Low,Growing
1680,2024,Canada,North America,Sydney,Future Technologies,Startup,Manufacturing,Business Analyst,Executive,True,0.57,"Software Engineering, Communication, Project Management, Python",139454,10.68,0.13,True,Low,Growing
1681,2023,UAE,Middle East,Nairobi,Future Technologies,Large,Retail,Operations Manager,Senior,False,0.07,"Data Analysis, Statistics, Communication",72975,-3.42,0.82,False,High,Growing
1682,2019,Australia,Oceania,Dubai,Future Solutions,Startup,Retail,Systems Engineer,Executive,False,0.15,"Cloud Computing, Business Analysis, Communication, Research, Data Analysis",85644,-4.33,0.81,False,Low,Growing
1683,2018,United States,North America,New York,Global Analytics,Medium,Finance,Operations Manager,Lead,True,0.61,"Python, SQL, Cloud Computing, Project Management, Business Analysis",122917,9.29,0.25,True,Low,Growing
1684,2025,Egypt,Africa,Lagos,Future Systems,Medium,Healthcare,Operations Manager,Senior,False,0.15,"Software Engineering, Project Management, Cloud Computing",29291,1.98,0.62,False,High,Growing
1685,2017,Mexico,North America,Toronto,Future Technologies,Large,Finance,Operations Manager,Mid,True,0.84,"Data Analysis, Research, Project Management, Business Analysis, SQL",127322,-1.15,0.18,True,High,Growing
1686,2020,Philippines,Southeast Asia,Singapore,Future Analytics,Medium,Finance,Software Engineer,Executive,False,0.08,"Statistics, Business Analysis, Research, Python, Project Management",43498,0.21,0.75,False,Medium,Growing
1687,2017,UAE,Middle East,London,Prime Systems,Small,Energy,Software Engineer,Junior,False,0.08,"Communication, Statistics, Business Analysis, SQL",51681,0.69,0.71,False,Low,Growing
1688,2012,Israel,Middle East,Sao Paulo,Prime Analytics,Small,Agriculture,Business Analyst,Lead,False,0.12,"Communication, Software Engineering, Cloud Computing, Research, Project Management, Business Analysis",46121,-3.71,0.88,False,High,Emerging
1689,2012,Japan,East Asia,Dubai,NextGen Technologies,Small,Energy,Product Manager,Lead,False,0.03,"Business Analysis, Cloud Computing, Data Analysis",60520,-2.4,0.66,False,Low,Emerging
1690,2025,Argentina,South America,Dubai,Prime Technologies,Large,Manufacturing,Operations Manager,Executive,True,0.67,"Research, Statistics, Communication",64736,6.4,0.28,True,Low,Growing
1691,2014,Canada,North America,Sydney,Future Technologies,Small,Healthcare,Research Scientist,Lead,True,0.66,"SQL, Python, Cloud Computing, Research, Statistics",114408,-1.47,0.24,True,Low,Emerging
1692,2016,Poland,Europe,Lagos,Prime Technologies,Small,Tech,Product Manager,Junior,False,0.06,"Statistics, Business Analysis, SQL, Python",71304,2.09,0.69,False,High,Emerging
1693,2017,United Kingdom,Europe,Paris,Prime Technologies,Startup,Agriculture,Software Engineer,Lead,False,0.09,"Project Management, SQL, Research, Python, Statistics",79662,2.04,0.77,False,Low,Growing
1694,2025,Colombia,South America,London,NextGen Technologies,Small,Tech,Systems Engineer,Mid,True,0.76,"Statistics, Python, Project Management, SQL, Communication",80396,8.95,0.15,True,Medium,Mature
1695,2015,Mexico,North America,Lagos,Global Technologies,Startup,Manufacturing,ML Engineer,Executive,False,0.1,"Statistics, Data Analysis, Software Engineering, Communication, Research",73706,1.33,0.66,False,Medium,Emerging
1696,2020,Peru,South America,Berlin,Future Solutions,Small,Tech,Policy Analyst,Lead,True,0.83,"Research, Statistics, Data Analysis",56549,16.16,0.22,True,High,Growing
1697,2015,Australia,Oceania,London,NextGen Analytics,Startup,Tech,Software Engineer,Senior,False,0.06,"Software Engineering, Business Analysis, Statistics, SQL, Cloud Computing",74005,-0.03,0.68,False,Low,Emerging
1698,2020,China,East Asia,Seoul,Future Solutions,Enterprise,Manufacturing,AI Researcher,Executive,False,0.0,"Statistics, Software Engineering, Research, Business Analysis, Project Management",79166,-3.69,0.69,False,Medium,Growing
1699,2023,Ghana,Africa,Paris,NextGen Technologies,Medium,Retail,AI Researcher,Lead,True,0.78,"Communication, Project Management, Business Analysis, Software Engineering, Python",36019,14.36,0.32,True,Low,Growing
1700,2014,UAE,Middle East,Lagos,Prime Systems,Startup,Government,Operations Manager,Junior,False,0.02,"Data Analysis, Python, Project Management",60620,1.71,0.72,False,High,Emerging
1701,2012,Australia,Oceania,Tokyo,Prime Technologies,Startup,Healthcare,Data Scientist,Junior,False,0.12,"Project Management, Cloud Computing, Research, Software Engineering, SQL, Communication",67389,3.52,0.73,False,Medium,Emerging
1702,2024,Singapore,Southeast Asia,Seoul,NextGen Analytics,Enterprise,Finance,Operations Manager,Senior,True,0.62,"Statistics, Cloud Computing, Business Analysis",66029,11.37,0.19,True,Medium,Mature
1703,2022,Nigeria,Africa,New York,Future Analytics,Enterprise,Manufacturing,Policy Analyst,Intern,True,0.76,"Data Analysis, Statistics, Project Management",34222,17.57,0.32,True,Low,Growing
1704,2023,Sweden,Europe,Bangalore,Prime Systems,Medium,Healthcare,Product Manager,Lead,True,0.58,"Python, Communication, Research, Software Engineering, Cloud Computing, Business Analysis",101058,5.18,0.13,True,Low,Growing
1705,2020,Ghana,Africa,Tokyo,Prime Technologies,Large,Manufacturing,Research Scientist,Executive,False,0.15,"Research, Cloud Computing, SQL",21517,-1.91,0.75,False,Low,Growing
1706,2022,New Zealand,Oceania,Sao Paulo,Future Technologies,Startup,Government,Product Manager,Executive,True,0.93,"SQL, Communication, Python",118196,6.64,0.3,True,Low,Growing
1707,2019,UAE,Middle East,Sao Paulo,NextGen Technologies,Enterprise,Healthcare,AI Researcher,Lead,True,0.65,"Business Analysis, Software Engineering, Communication, Research, Project Management, Python",92229,15.67,0.11,True,High,Growing
1708,2012,Netherlands,Europe,Bangalore,NextGen Systems,Medium,Education,Policy Analyst,Intern,True,0.85,"Business Analysis, Project Management, Data Analysis, Statistics",88248,-2.82,0.24,True,High,Emerging
1709,2010,Philippines,Southeast Asia,Bangalore,Global Solutions,Large,Healthcare,Software Engineer,Junior,False,0.05,"SQL, Communication, Software Engineering, Cloud Computing",27001,-4.96,0.64,False,Medium,Emerging
